id;texto;categoria_assunto;canal;particao_recomendada
REC-02779;Por favor, o sistema diz pagamento pendente, mas já paguei e a etiqueta de postagem não foi liberada.;pagamento;chat;treino
REC-02780;O rastreio está confuso. O que mais preciso resolver é que a troca foi aprovada, mas o novo item não foi enviado.;troca_devolucao;chat;treino
REC-02781;Gostaria de solicitar apoio: preciso de ajuda, o produto veio usado e preciso saber o que aconteceu. Isso pode ser verificado, por favor?;produto;app;treino
REC-02782;A descrição do anúncio não bate com o que chegou há alguns dias.;produto;telefone;validacao
REC-02783;Por favor, olá, a resposta recebida não tem relação com a minha dúvida e preciso saber o que aconteceu. Obrigado;atendimento;telefone;teste
REC-02784;"o tamanho não corresponde ao informado há alguns dias; situação observada na primeira tentativa.";produto;app;validacao
REC-02785;Ninguém responde minhas mensagens e preciso saber o que aconteceu.;atendimento;site;validacao
REC-02786;A parcela veio com valor incorreto e preciso saber o que aconteceu?;pagamento;app;treino
REC-02787;A parcela veio com valor incorreto. Também aconteceu o seguinte: a encomenda está atrasada.;entrega;app;treino
REC-02788;Enviei o item de volta e ainda não confirmaram o recebimento?;troca_devolucao;site;treino
REC-02789;só queria entender, a ligação caiu e ninguém retomou o contato há alguns dias isso pode ser verificado, por favor?;atendimento;email;teste
REC-02790;Pessoal, o rastreio parou de atualizar, mas ao mesmo tempo o prazo de troca está correndo e não consigo abrir a solicitação. Preciso de um retorno.;entrega;telefone;treino
REC-02791;Foi incluída uma taxa que não estava prevista?;pagamento;chat;treino
REC-02792;Ninguém responde minhas mensagens há alguns dias. Isso aconteceu desde o fim de semana.;atendimento;chat;validacao
REC-02793;Venho informar, o chat me transfere e ninguém assume o caso, mas ao mesmo tempo a compra foi cancelada, mas a cobrança permaneceu. Isso pode ser verificado, por favor?;atendimento;email;treino
REC-02794;Não consigo atendimento humano. Também aconteceu o seguinte: o sistema bloqueia a opção de devolução.;troca_devolucao;site;treino
REC-02795;Oi, estou esperando a encomenda há mais tempo que o informado. Também aconteceu o seguinte: fui tratado de forma pouco cordial.;atendimento;site;treino
REC-02796;Gente, a cor veio diferente da escolhida no meu último pedido!;produto;chat;treino
REC-02797;O prazo de troca está correndo e não consigo abrir a solicitação e, além disso, também apareceu uma cobrança que não entendi.;troca_devolucao;email;treino
REC-02798;Gostaria de registrar, e ainda não consigo retorno no atendimento. O que mais preciso resolver é que o reembolso foi aprovado, porém não caiu. Isso pode ser verificado, por favor?;pagamento;site;treino
REC-02799;GOSTARIA DE REGISTRAR, NÃO RECONHEÇO UMA COBRANÇA RELACIONADA AO PEDIDO. TAMBÉM ACONTECEU O SEGUINTE: RECEBI SÓ UMA PARTE DA COMPRA. PODEM VERIFICAR?;entrega;chat;treino
REC-02800;"o produto veio usado; mas estou tentando devolver o item. 😕";produto;email;treino
REC-02801;Boa tarde, a transportadora não apareceu no endereço e preciso saber o que aconteceu Preciso de um retorno.;entrega;chat;treino
REC-02802;Estou esperando a encomenda há mais tempo que o informado e preciso saber o que aconteceu?!;entrega;site;validacao
REC-02803;A embalagem estava intacta, mas o item não funciona?;produto;site;treino
REC-02804;Por favor, olá, meu chamado está sem atualização e preciso saber o que aconteceu.;atendimento;telefone;treino
REC-02805;Olá, a entrega foi direcionada para outro endereço no meu último pedido.;entrega;email;treino
REC-02806;A parcela veio com valor incorreto e, além disso, estou tentando devolver o item.;pagamento;app;validacao
REC-02807;preciso de ajuda, a caixa veio com uma peça faltando, mas o suporte pede as mesmas informações toda vez isso pode ser verificado, por favor;atendimento;email;teste
REC-02808;Só queria entender, não consigo localizar onde está a encomenda no meu último pedido Como resolvo?;entrega;app;treino
REC-02809;gostaria de registrar, não consigo localizar onde está a encomenda desde ontem. fico no aguardo.;entrega;app;teste
REC-02810;Então, o desconto não foi aplicado. O que mais preciso resolver é que enviei o item de volta e ainda não confirmaram o recbimento.;troca_devolucao;chat;treino
REC-02811;Pessoal, consta como entregue, mas não recebi e preciso saber o que aconteceu? Isso pode ser verificado, por favor?;entrega;site;teste
REC-02812;Olá, oi, a previsão de chegada passou e nada e, além disso, o estorno ainda está pendente. Preciso de um retorno.;entrega;telefone;validacao
REC-02813;Gostaria de solicitar apoio: o estorno ainda não apareceu desde ontem;pagamento;chat;teste
REC-02814;Queria uma orientação, o estorno ainda está pendente, mas o sistema bloqueia a opção de devolução. Conseguem me orientar?;troca_devolucao;app;treino
REC-02815;Boa tarde, o chat não esclareceu a situação, mas o sistema bloqueia a opção de devolução. Como resolvo?;troca_devolucao;chat;treino
REC-02816;Gente, pessoal, o protocolo foi fechado sem retorno há alguns dias. Isso pode ser verificado, por favor?;atendimento;app;treino
REC-02817;O aparelho desliga sozinho e não sei onde acompanhar minha devolução.;produto;telefone;validacao
REC-02818;Pessoal, o cartão foi debitado, mas o pedido não confirmou e preciso saber o que aconteceu. Podem verificar?;pagamento;telefone;teste
REC-02819;Por favor, o sistema diz pagamento pendente, mas já paguei, mas ao mesmo tempo prometeram retorno e não retornaram.;pagamento;chat;treino
REC-02820;estou com uma dúvida, a devolução não aparece no sistema, mas a peça veio quebrada. obrigada.;produto;chat;teste
REC-02821;Oi, a compra chegou depois da data em que eu precisava e preciso saber o que aconteceu?;entrega;telefone;treino
REC-02822;a ligação caiu e ninguém retomou o contato e preciso saber o que aconteceu.;atendimento;email;treino
REC-02823;Pessoal, também apareceu uma cobrança que não entendi. O que mais preciso resolver é que solicitei troca e recebi instruções contraditórias. Preciso de um retorno.;troca_devolucao;chat;treino
REC-02824;Quero cancelar a compra e devolver o que recebi. Também aconteceu o seguinte: o chat me transfere e ninguém assume o caso. Isso pode ser verificado, por favor?;atendimento;chat;teste
REC-02825;Registro a seguinte situação: venho informar, estou esperando a encomenda há mais tempo que o informado e preciso saber o que aconteceu. Podem verificar?;entrega;site;teste
REC-02826;Oi, a troca foi aprovada, mas o novo item não foi enviado. Também aconteceu o seguinte: recebi só uma parte da compra.;entrega;chat;treino
REC-02827;também apareceu uma cobrança que não entendi, mas a entrega foi direcionada pra outro endereço. isso pode ser verificado, por favor?;entrega;site;validacao
REC-02828;Estou tentando falar com alguém há dias e preciso saber o que aconteceu.;atendimento;telefone;treino
REC-02829;Por favor, por favor, o item também veio com uma avaria, mas o prazo mudou várias vezes. Fico no aguardo.;entrega;email;validacao
REC-02830;A caixa veio com uma peça faltando, mas já postei a devolução e o status não mudou.;troca_devolucao;telefone;treino
REC-02831;"Gostaria de solicitar apoio: queria uma orientação, foi incluída uma taxa que não estava prevista; ao mesmo tempo houve problema com a transportadora. Obrigada.";pagamento;telefone;treino
REC-02832;Oi, bom dia, estou esperando a encomenda há mais tempo que o informado? Obrigado.;entrega;chat;teste
REC-02833;A parcela veio com valor incorreto desde ontem, na compra feita pelo site.;pagamento;telefone;treino
REC-02834;a peça veio quebrada há alguns dias, desde o fim de semana.;produto;telefone;treino
REC-02835;Então, a embalagem estava intacta, mas o item não funciona e preciso saber o que aconteceu.;produto;telefone;treino
REC-02836;Olá, meu chamado está sem atualização e preciso saber o que aconteceu.;atendimento;chat;treino
REC-02837;O sistema diz pagamento pendente, mas já paguei há alguns dias.;pagamento;site;teste
REC-02838;Queria uma orientação, o estorno ainda não apareceu. Também aconteceu o seguinte: estou esperando a encomenda há mais tempo que o informado. Obrigado.;entrega;site;treino
REC-02839;Olá, o protocolo foi fechado sem retorno no meu último pedido.;atendimento;telefone;treino
REC-02840;A encomenda está atrasada.;entrega;app;treino
REC-02841;"Solicito orientação: o acabamento veio com marcas; só que estou tentando devolver o item.";produto;telefone;teste
REC-02842;O produto recebido é diferente do anúncio e preciso saber o que aconteceu Podem verificar?;produto;email;teste
REC-02843;Já postei a devolução e o status não mudou e preciso saber o que aconteceu?;troca_devolucao;telefone;treino
REC-02844;Só queria entender, o produto veio usado desde ontem;produto;app;validacao
REC-02845;Gente, só queria entender, quero devolver a compra e não encontro a opção desde ontem? Fico no aguardo.;troca_devolucao;email;treino
REC-02846;"Então, já postei a devolução e o status não mudou; mas ninguém responde ao protocolo.";troca_devolucao;site;treino
REC-02847;gostaria de registrar, o modelo recebido não era exatamente o esperado, mas a coleta da devolução não aconteceu. podem verificar?;troca_devolucao;site;treino
REC-02848;A entrega também atrasou, mas o aparelho desliga sozinho.;produto;email;validacao
REC-02849;Solicito orientação: alguém consegue me ajudar, o atendente informou um procedimento que não funciona e a entrega foi direcionada para outro endereço. Isso pode ser verificado, por favor?;atendimento;email;validacao
REC-02850;Pessoal, o rastreio parou de atualizar desde ontem? Fico no aguardo!;entrega;site;treino
REC-02851;"O pacote sumiu no trajeto e, além disso, o chat não esclareceu a situação; preciso de retorno.";entrega;email;teste
REC-02852;Oi, boa tarde, o item apresentou problema no primeiro uso no meu último pedido?;produto;email;treino
REC-02853;O tamanho não corresponde ao informado no meu último pedido, na primeira tentativa.;produto;site;treino
REC-02854;"não consigo atendimento humano; além disso, o cupom foi aceito e depois o desconto sumiu.";pagamento;chat;teste
REC-02855;"venho informar, consta como entregue, mas não recebi; entretanto tbm apareceu uma cobrança que não entendi. fico no aguardo.";entrega;site;teste
REC-02856;"Gente, o tamanho não corresponde ao informado; e ninguém responde ao protocolo.";produto;telefone;treino
REC-02857;"o chat me transfere e ninguém assume o caso; e o item também veio com uma avaria.";atendimento;email;validacao
REC-02858;o entregador marcou tentativa sem vir aqui há alguns dias;entrega;telefone;treino
REC-02859;o tamanho não corresponde ao informado no meu último pedido.;produto;app;treino
REC-02860;O valor cobrado está diferente do anunciado há alguns dias;pagamento;site;treino
REC-02861;O tamanho não corresponde ao informado desde ontem;produto;email;treino
REC-02862;olá, preciso trocar o tamanho recebido no meu último pedido. obrigada.;troca_devolucao;chat;validacao
REC-02863;"Alguém consegue me ajudar, a entrega foi direcionada para outro endereço desde ontem; preciso de retorno.";entrega;app;treino
REC-02864;"O atendente informou um procedimento que não funciona; ao mesmo tempo estou tentando devolver o item.";atendimento;email;teste
REC-02865;O entregador marcou tentativa sem vir aqui e enviei o item de volta e ainda não confirmaram o recbimento!;entrega;site;treino
REC-02866;"Solicito orientação: por favor, o item chegou com defeito; e e ainda não consigo retorno no atendimento. Agradeço se puderem olhar isso.";produto;telefone;treino
REC-02867;O chat me transfere e ninguém assume o caso e preciso saber o que aconteceu;atendimento;telefone;teste
REC-02868;o pacote sumiu no trajeto. tbm aconteceu o seguinte: a peça veio quebrada.;produto;telefone;validacao
REC-02869;Então, por favor, o estorno ainda não apareceu no meu último pedido Como resolvo?;pagamento;chat;treino
REC-02870;Por favor, o cupom foi aceito e depois o desconto sumiu e preciso saber o que aconteceu? Podem verificar?!;pagamento;chat;treino
REC-02871;A compra foi cancelada, mas a cobrança permaneceu e preciso saber o que aconteceu?;pagamento;app;treino
REC-02872;Solicito orientação: a previsão de chegada passou e nada há alguns dias?;entrega;telefone;treino
REC-02873;a resposta recebida não tem relação com a minha dúvida?;atendimento;chat;validacao
REC-02874;O sistema bloqueia a opção de devolução, mas ao mesmo tempo recebi o modelo errado.;troca_devolucao;app;treino
REC-02875;o tamanho n corresponde ao informado no meu último pedido?;produto;email;teste
REC-02876;"Solicito orientação: o atendente informou um procedimento que não funciona; ao mesmo tempo o estorno ainda está pendente.";atendimento;app;validacao
REC-02877;O item apresentou problema no primeiro uso?;produto;email;treino
REC-02878;Quero devolver a compra e não encontro a opção e o pedido ainda não chegou.;troca_devolucao;site;teste
REC-02879;bom dia, o atendente informou um procedimento que não funciona e a troca foi aprovada, mas o novo item não foi enviado. preciso de um retorno.;atendimento;app;treino
REC-02880;"Por favor, enviei o item de volta e ainda não confirmaram o recebimento; entretanto ninguém responde ao protocolo!";troca_devolucao;site;treino
REC-02881;Oi, também tentei abrir uma troca, mas o tamanho não corresponde ao informado.;produto;site;treino
REC-02882;Queria uma orientação, a compra chegou depois da data em que eu precisava. Também aconteceu o seguinte: estou tentando falar com alguém há dias. Fico no aguardo!;atendimento;email;treino
REC-02883;Bom dia, prometeram retorno e não retornaram e preciso saber o que aconteceu? Como resolvo?;atendimento;site;treino
REC-02884;E ainda não consigo retorno no atendimento. O que mais preciso resolver é que o cartão foi debitado, mas o pedido não confirmou.;pagamento;app;treino
REC-02885;Registro a seguinte situação: o pacote demorou a chegar. O que mais preciso resolver é que o cartão foi debitado, mas o pedido não confirmou.;pagamento;app;validacao
REC-02886;Venho informar, fui tratado de forma pouco cordial? Preciso de um retorno.;atendimento;telefone;treino
REC-02887;Registro a seguinte situação: o aparelho desliga sozinho e, além disso, o rastreio está confuso.;produto;telefone;validacao
REC-02888;o chat n esclareceu a situação, mas o acabamento veio com marcas.;produto;email;treino
REC-02889;Então, oi, a descrição do anúncio não bate com o que chegou Conseguem me orientar?;produto;chat;treino
REC-02890;faltou um acessório dentro da caixa. também aconteceu o seguinte: o pacote voltou para o remetente sem explicação.;entrega;chat;treino
REC-02891;Gente, a cor veio diferente da escolhida desde ontem?;produto;app;teste
REC-02892;"Então, a compra foi cancelada, mas a cobrança permaneceu; além disso, a embalagem estava intacta, mas o item não funciona";produto;app;validacao
REC-02893;O protocolo foi fechado sem retorno. Também aconteceu o seguinte: o produto recebido é diferente do anúncio.;produto;chat;treino
REC-02894;Consta como entregue, mas não recebi;entrega;telefone;teste
REC-02895;Gostaria de registrar, não sei onde acompanhar minha devolução, mas ao mesmo tempo o estorno ainda não apareceu. Fico no aguardo.;troca_devolucao;telefone;treino
REC-02896;Gente, preciso de ajuda, a cor veio diferente da escolhida e, além disso, o chat não esclareceu a situação. Isso pode ser verificado, por favor?;produto;chat;treino
REC-02897;houve problema com a transportadora, mas o reembolso foi aprovado, porém não caiu.;pagamento;app;validacao
REC-02898;Olá, o pix saiu da conta e a compra continua pendente há alguns dias.;pagamento;app;teste
REC-02899;Olá, a parcela veio com valor incorreto desde ontem;pagamento;email;teste
REC-02900;Oi, também apareceu uma cobrança que não entendi, mas o rastreio parou de atualizar.;entrega;site;treino
REC-02901;Então, estou com uma dúvida, quero cancelar a compra e devolver o que recebi. Também aconteceu o seguinte: o valor foi cobrado duas vezes. Podem verificar?;pagamento;email;validacao
REC-02902;A cor veio diferente da escolhida no meu último pedido?;produto;site;treino
REC-02903;Estou tentando falar com alguém há dias e o material parece danificado.;atendimento;site;treino
REC-02904;Olá, venho informar, também tentei abrir uma troca, mas recebi o modelo errado. Isso pode ser verificado, por favor?;produto;site;treino
REC-02905;queria uma orientação, o modelo recebido n era exatamente o esperado. o que mais preciso resolver é que o atendimento encerrou o contato sem resolver. obrigada. 😕;atendimento;app;treino
REC-02906;Oi, estou esperando a encomenda há mais tempo que o informado desde ontem;entrega;site;treino
REC-02907;O modelo recebido não era exatamente o esperado, mas o prazo mudou várias vezes.;entrega;email;treino
REC-02908;"a encomenda está atrasada; ao mesmo tempo o desconto não foi aplicado";entrega;app;validacao
REC-02909;"Por favor, o estorno ainda não apareceu; mas o rastreio está confuso.";pagamento;chat;validacao
REC-02910;o rastreio está confuso, mas uma parte do kit não veio. 🙂;produto;telefone;treino
REC-02911;Oi, o produto veio usado? Obrigado.;produto;telefone;treino
REC-02912;"O pacote sumiu no trajeto; e e ainda não consigo retorno no atendimento.";entrega;chat;treino
REC-02913;Solicitei troca e recebi instruções contraditórias. Também aconteceu o seguinte: a previsão de chegada passou e nada.;entrega;telefone;treino
REC-02914;Faltou um acessório dentro da caixa, mas ao mesmo tempo o pix saiu da conta e a compra continua pendente.;produto;email;treino
REC-02915;Boa tarde, o item chegou com defeito no meu último pedido Conseguem me orientar?;produto;chat;treino
REC-02916;o protocolo foi fechado sem retorno no meu último pedido;atendimento;telefone;treino
REC-02917;gostaria de registrar, o chat nao esclareceu a situação. o q mais preciso resolver é q a compra chegou depois da data em q eu precisava. fico no aguardo.;entrega;chat;treino
REC-02918;Gostaria de solicitar apoio: pessoal, também tentei abrir uma troca. O que mais preciso resolver é que o valor cobrado esta diferente do anunciado. Fico no aguardo.;pagamento;app;treino
REC-02919;Só queria entender, o rastreio está confuso. O que mais preciso resolver é que o cartão foi debitado, mas o pedido não confirmou. Fico no aguardo.;pagamento;chat;treino
REC-02920;O material parece danificado e, além disso, o pacote demorou a chegar.;produto;site;treino
REC-02921;Oi, oi, o produto recebido é diferente do anúncio no meu último pedido Preciso de um retorno!;produto;site;teste
REC-02922;o material parece danificado há alguns dias?;produto;telefone;treino
REC-02923;Boa tarde, não consigo localizar onde está a encomenda há alguns dias Podem verificar?!;entrega;telefone;treino
REC-02924;Oi, também tentei abrir uma troca, mas o suporte pede as mesmas informações toda vez.;atendimento;telefone;teste
REC-02925;Olá, o material parece danificado no meu último pedido Conseguem me orientar?;produto;chat;treino
REC-02926;gente, preciso de ajuda, o suporte pede as mesmas informações toda vez há alguns dias;atendimento;app;treino
REC-02927;o rastreio está confuso. o que mais preciso resolver é que a troca foi aprovada, mas o novo item não foi enviado.;troca_devolucao;email;treino
REC-02928;por favor, também apareceu uma cobrança que não entendi. o que mais preciso resolver é que já postei a devolução e o status não mudou. conseguem me orientar?;troca_devolucao;email;validacao
REC-02929;O pacote sumiu no trajeto e, além disso, o chat não esclareceu a situação.;entrega;site;teste
REC-02930;Bom dia, a encomenda está atrasada no meu último pedido Isso pode ser verificado, por favor?;entrega;telefone;treino
REC-02931;Gostaria de registrar, preciso trocar o tamanho recebido desde ontem? Conseguem me orientar?;troca_devolucao;app;treino
REC-02932;Desde o fim de semana, foi incluída uma taxa que não estava prevista e o pacote voltou para o remetente sem explicação.;pagamento;chat;treino
REC-02933;A troca foi aprovada, mas o novo item não foi enviado?;troca_devolucao;chat;treino
REC-02934;Olá, a etiqueta de postagem não foi liberada e preciso saber o que aconteceu;troca_devolucao;email;treino
REC-02935;o atendente informou um procedimento que n funciona desde ontem;atendimento;chat;validacao
REC-02936;consta como entregue, mas não recebi e preciso saber o que aconteceu;entrega;site;treino
REC-02937;alguém consegue me ajudar, prometeram retorno e não retornaram e, além disso, o desconto não foi aplicado. fico no aguardo.;atendimento;site;treino
REC-02938;A caixa veio com uma peça faltando. O que mais preciso resolver é que o chat me transfere e ninguém assume o caso.;atendimento;telefone;treino
REC-02939;A devolução não aparece no sistema. O que mais preciso resolver é que a peça veio quebrada;produto;telefone;treino
REC-02940;Olá, o tamanho não corresponde ao informado há alguns dias;produto;telefone;treino
REC-02941;estou tentando devolver o item, mas recebi o modelo errado;produto;chat;teste
REC-02942;A devoluçao não aparece no sistema. O que mais preciso resolver é que o material parece danificado.;produto;chat;treino
REC-02943;o item chegou com defeito;produto;telefone;treino
REC-02944;preciso de ajuda, recebi informações diferentes de cada atendente obrigada.;atendimento;app;teste
REC-02945;o pix saiu da conta e a compra continua pendente e preciso saber o que aconteceu;pagamento;email;treino
REC-02946;o entregador marcou tentativa sem vir aqui e preciso saber o que aconteceu;entrega;app;treino
REC-02947;a resposta recebida não tem relação com a minha dúvida e, além disso, o modelo recebido não era exatamente o esperado.;atendimento;chat;validacao
REC-02948;Gostaria de registrar, o rastreio parou de atualizar e, além disso, e ainda não consigo retorno no atendimento. Conseguem me orientar?;entrega;telefone;treino
REC-02949;Por favor, só queria entender, o desconto não foi aplicado, mas o tamanho não corresponde ao informado. Agradeço se puderem olhar isso.;produto;chat;treino
REC-02950;Boa tarde, a descrição do anúncio não bate com o que chegou há alguns dias. Preciso de um retorno.;produto;site;validacao
REC-02951;Então, a descrição do anúncio não bate com o que chegou no meu último pedido;produto;app;treino
REC-02952;a transportadora não apareceu no endereço e, além disso, o modelo recebido não era exatamente o esperado;entrega;chat;treino
REC-02953;"Recebi informações diferentes de cada atendente; e o estorno ainda está pendente.";atendimento;chat;treino
REC-02954;Por favor, o cartão foi debitado, mas o pedido não confirmou desde ontem?;pagamento;app;treino
REC-02955;o sistema diz pagamento pendente, mas já paguei e, além disso, estou tentando devolver o item.;pagamento;app;treino
REC-02956;O cartão foi debitado, mas o pedido não confirmou e, além disso, o chat não esclareceu a situação.;pagamento;telefone;treino
REC-02957;Por favor, venho informar, solicitei troca e recebi instruções contraditórias há alguns dias. Obrigada.;troca_devolucao;email;treino
REC-02958;"Por favor, estou esperando a encomenda há mais tempo que o informado; e o chat não esclareceu a situação.";entrega;telefone;validacao
REC-02959;queria uma orientação, o atendente informou um procedimento que não funciona. agradeço se puderem olhar isso.;atendimento;chat;treino
REC-02960;Gostaria de registrar, não consigo atendimento humano há alguns dias. Preciso de um retorno.;atendimento;telefone;treino
REC-02961;Oi, estou esperando a encomenda há mais tempo que o informado e foi incluída uma taxa que não estava prevista. Isso pode ser verificado, por favor?;entrega;email;treino
REC-02962;a previsão de chegada passou e nada, mas ao mesmo tempo já postei a devolução e o status não mudou.;entrega;telefone;validacao
REC-02963;o tamanho não corresponde ao informado há alguns dias, na primeira tentativa.;produto;site;treino
REC-02964;Por favor, gostaria de solicitar apoio: o prazo de troca está correndo e não consigo abrir a solicitação desde ontem.;troca_devolucao;app;treino
REC-02965;Por favor, estou com uma dúvida, o pacote sumiu no trajeto;entrega;telefone;treino
REC-02966;A previsão de chegada passou e nada há alguns dias. Conseguem me orientar?;entrega;site;treino
REC-02967;"e ainda não consigo retorno no atendimnto, mas o prazo de troca está correndo e não consigo abrir a solicitação; preciso de retorno.";troca_devolucao;email;validacao
REC-02968;O produto recebido é diferente do anúncio no meu último pedido;produto;email;treino
REC-02969;Olá, estou tentando falar com alguém há dias desde ontem. Fico no aguardo.;atendimento;site;treino
REC-02970;NAO CONSIGO LOCALIZAR ONDE ESTÁ A ENCOMENDA NO MEU ÚLTIMO PEDIDO.;entrega;email;treino
REC-02971;Preciso trocar o tamanho recebido há alguns dias?!;troca_devolucao;chat;validacao
REC-02972;Oi, gostaria de registrar, não consigo atendimento humano desde ontem.;atendimento;email;treino
REC-02973;O protocolo foi fechado sem retorno no meu último pedido;atendimento;app;treino
REC-02974;"oi, só queria entender, o valor cobrado está diferente do anunciado; entretanto estou tentando devolver o item. podem verificar?";pagamento;site;teste
REC-02975;QUERO CANCELAR A COMPRA E DEVOLVER O QUE RECEBI NO MEU ÚLTIMO PEDIDO;troca_devolucao;telefone;treino
REC-02976;A compra foi cancelada, mas a cobrança permaneceu e preciso saber o que aconteceu.;pagamento;site;teste
REC-02977;Fui tratado de forma pouco cordial.;atendimento;telefone;treino
REC-02978;Bom dia, o entregador marcou tentativa sem vir aqui e, além disso, o item também veio com uma avaria.;entrega;chat;treino
REC-02979;O sistema bloqueia a opção de devolução e, além disso, a entrega também atrasou.;troca_devolucao;telefone;treino
REC-02980;o estorno ainda está pendente. o que mais preciso resolver é que o rastreio parou de atualizar!;entrega;telefone;teste
REC-02981;Por favor, oi, prometeram retorno e não retornaram e preciso saber o que aconteceu? Agradeço se puderem olhar isso.;atendimento;app;validacao
REC-02982;Gostaria de solicitar apoio: a entrega foi direcionada para outro endereço e, além disso, também apareceu uma cobrança que não entendi!;entrega;telefone;treino
REC-02983;Ninguém responde ao protocolo, mas não reconheço uma cobrança relacionada ao pedido.;pagamento;app;treino
REC-02984;A parcela veio com valor incorreto desde ontem!;pagamento;telefone;validacao
REC-02985;venho informar, recebi só uma parte da compra no meu último pedido? agradeço se puderem olhar isso;entrega;app;validacao
REC-02986;"A peça veio quebrada; ao mesmo tempo o rastreio está confuso. Como resolvo?";produto;telefone;treino
REC-02987;Então, o estorno ainda não apareceu?;pagamento;site;treino
REC-02988;oi, o aparelho desliga sozinho e, além disso, a entrega também atrasou agradeço se puderem olhar isso;produto;telefone;validacao
REC-02989;Não consigo atendimento humano há alguns dias;atendimento;telefone;treino
REC-02990;a coleta da devolução não aconteceu, mas ao mesmo tempo o estorno ainda não apareceu;troca_devolucao;app;treino
REC-02991;Depois da atualização do pedido, foi incluída uma taxa que não estava prevista.;pagamento;app;treino
REC-02992;Alguém consegue me ajudar, meu chamado está sem atualização e preciso saber o que aconteceu Como resolvo?;atendimento;chat;treino
REC-02993;o item chegou com defeito, mas ao mesmo tempo o sistema diz pagamento pendente, mas já paguei.;produto;telefone;treino
REC-02994;Registro a seguinte situação: o valor cobrado está diferente do anunciado no meu último pedido?!;pagamento;app;treino
REC-02995;Também tentei abrir uma troca, mas o reembolso foi aprovado, porém não caiu.;pagamento;site;treino
REC-02996;"a solicitação de devolução n avança; além disso, estou esperando a encomenda há mais tempo que o informado.";entrega;email;validacao
REC-02997;Então, a entrega também atrasou. O que mais preciso resolver é que a ligação caiu e ninguém retomou o contato.;atendimento;app;treino
REC-02998;A previsão de chegada passou e nada e, além disso, o modelo recebido não era exatamente o esperado.;entrega;email;teste
REC-02999;o rastreio está confuso, mas o reembolso foi aprovado, porém não caiu.;pagamento;telefone;teste
REC-03000;Preciso de ajuda, o pagamento foi recusado mesmo com limite Obrigado.;pagamento;chat;validacao
REC-03001;O desconto não foi aplicado, mas o pacote sumiu no trajeto.;entrega;email;treino
REC-03002;"O sistema bloqueia a opção de devolução; e também apareceu uma cobrança que não entendi.";troca_devolucao;site;treino
REC-03003;preciso trocar o tamanho recebido no meu último pedido?;troca_devolucao;chat;treino
REC-03004;Por favor, bom dia, o chat não esclareceu a situação, mas a transportadora não apareceu no endereço.;entrega;app;teste
REC-03005;a descrição do anúncio não bate com o q chegou, mas ao mesmo tempo a encomenda está atrasada.;produto;email;treino
REC-03006;O pacote demorou a chegar. O que mais preciso resolver é que o pagamento foi recusado mesmo com limite.;pagamento;telefone;treino
REC-03007;Não consigo localizar onde está a encomenda desde ontem?;entrega;site;teste
REC-03008;Por favor, preciso de ajuda, também tentei abrir uma troca. O que mais preciso resolver é que o valor foi cobrado duas vezes. Isso pode ser verificado, por favor?;pagamento;email;treino
REC-03009;Também tentei abrir uma troca, mas a resposta recebida não tem relação com a minha dúvida.;atendimento;chat;treino
REC-03010;"O prazo mudou várias vezes; só que o desconto não foi aplicado.";entrega;chat;treino
REC-03011;"pessoal, o pagamento foi recusado mesmo com limite; entretanto o pacote demorou a chegar.";pagamento;email;validacao
REC-03012;Pessoal, solicitei troca e recebi instruções contraditórias no meu último pedido. Fico no aguardo.;troca_devolucao;email;validacao
REC-03013;Olá, a compra foi cancelada, mas a cobrança permaneceu desde ontem?;pagamento;chat;treino
REC-03014;Oi, bom dia, o reembolso foi aprovado, porém não caiu no meu último pedido? Conseguem me orientar?;pagamento;email;treino
REC-03015;por favor, o atendente informou um procedimento que não funciona? obrigada.;atendimento;chat;teste
REC-03016;bom dia, o sistema diz pagamento pendente, mas já paguei preciso de um retorno;pagamento;telefone;teste
REC-03017;Registro a seguinte situação: pessoal, o modelo recebido não era exatamente o esperado, mas não consigo localizar onde está a encomenda. Preciso de um retorno.;entrega;chat;validacao
REC-03018;Solicito orientação: faltou um acessório dentro da caixa.;produto;email;treino
REC-03019;O atendimento encerrou o contato sem resolver e preciso saber o que aconteceu, depois da atualização do pedido.;atendimento;site;treino
REC-03020;O modelo recebido não era exatamente o esperado, mas a encomenda está atrasada. Fico no aguardo.;entrega;site;treino
REC-03021;Então, queria uma orientação, o pix saiu da conta e a compra continua pendente no meu último peddo? Isso pode ser verificado, por favor?;pagamento;email;treino
REC-03022;A troca foi aprovada, mas o novo item não foi enviado e o produto recebido é diferente do anúncio.;troca_devolucao;site;teste
REC-03023;quero devolver a compra e não encontro a opção há alguns dias?;troca_devolucao;telefone;treino
REC-03024;Por favor, a compra chegou depois da data em que eu precisava no meu último pedido.;entrega;telefone;treino
REC-03025;pessoal, houve problema com a transportadora, mas o produto veio usado. como resolvo?;produto;site;treino
REC-03026;bom dia, o atendente informou um procedimento que não funciona. também aconteceu o seguinte: não consigo localizar onde está a encomenda. obrigado.;entrega;site;validacao
REC-03027;olá, o suporte pede as mesmas informações toda vez e, além disso, também tentei abrir uma troca. isso pode ser verificado, por favor?;atendimento;chat;teste
REC-03028;Gente, oi, o prazo mudou várias vezes. Também aconteceu o seguinte: a cor veio diferente da escolhida. Fico no aguardo.;produto;chat;treino
